iter	Logloss
559	0.5617264506
560	0.5616947446
561	0.5616664802
562	0.5616452282
563	0.5616161894
564	0.5615905493
565	0.5615552296
566	0.5615309661
567	0.5615059712
568	0.5614735339
569	0.5614516365
570	0.5614263405
571	0.5614018189
572	0.5613792762
573	0.5613469679
574	0.5613305772
575	0.5612926762
576	0.5612660466
577	0.5612361044
578	0.5612049146
579	0.5611916644
580	0.5611683043
581	0.5611281663
582	0.5611088071
583	0.5610795533
584	0.561047374
585	0.5610212176
586	0.560994545
587	0.5609721314
588	0.5609487713
589	0.5609315632
590	0.5609031697
591	0.5608801108
592	0.5608447481
593	0.5608154512
594	0.5607837882
595	0.5607540611
596	0.5607181821
597	0.5607000706
598	0.5606794208
599	0.5606538237
600	0.5606246558
601	0.5606065443
602	0.5605928208
603	0.5605609427
604	0.5605387872
605	0.5605063928
606	0.5604804515
607	0.5604469817
608	0.560418029
609	0.5603728576
610	0.5603384413
611	0.5603110803
612	0.560285096
613	0.5602551108
614	0.5602285242
615	0.5601895047
616	0.5601567662
617	0.5601315563
618	0.5600955483
619	0.5600571311
620	0.5600271889
621	0.5600117015
622	0.5599797804
623	0.5599575389
624	0.5599304791
625	0.5599022577
626	0.5598808766
627	0.5598506763
628	0.5598343716
629	0.5598083873
630	0.5597688515
631	0.5597289286
632	0.5597100857
633	0.5596903393
634	0.5596540732
635	0.5596301108
636	0.5596060624
637	0.5595876927
638	0.5595462211
639	0.5595173974
640	0.5594902516
641	0.559461514
642	0.5594325182
643	0.5594008983
644	0.559385497
645	0.5593631264
646	0.5593267311
647	0.5593002306
648	0.5592605658
649	0.5592350117
650	0.559212383
651	0.5591777516
652	0.5591502185
653	0.5591261271
654	0.5591113281
655	0.5590889575
656	0.5590535518
657	0.5590297185
658	0.5590008088
659	0.5589749966
660	0.5589449253
661	0.5589200595
662	0.5588920963
663	0.5588681339
664	0.5588460645
665	0.5588275657
666	0.5587961609
667	0.5587694452
668	0.5587448806
669	0.5587224239
670	0.5587003115
671	0.5586847811
672	0.5586608188
673	0.5586410294
674	0.5585661739
675	0.5585407489
676	0.5585208305
677	0.5585003097
678	0.5584726046
679	0.5584419311
680	0.558388844
681	0.5583626876
682	0.5583351115
683	0.5583117514
684	0.5582760876
685	0.5582562121
686	0.5582363797
687	0.5582042435
688	0.5581931013
689	0.5581679774
690	0.5581257313
691	0.5581092976
692	0.5580877013
693	0.5580724291
694	0.5580554791
695	0.5580417126
696	0.5580183955
697	0.557998305
698	0.5579761065
699	0.5579506384
700	0.5579206532
701	0.5578917435
702	0.5578246748
703	0.55780196
704	0.5577742549
705	0.5577598861
706	0.5577321379
707	0.5576966892
708	0.5576755661
709	0.5576607671
710	0.5576319005
711	0.5575964517
712	0.5575700802
713	0.5575425472
714	0.5575154013
715	0.5574904925
716	0.5574575389
717	0.557440847
718	0.5574211006
719	0.5574027309
720	0.5573810056
721	0.5573653032
722	0.5573463312
723	0.5573185831
724	0.5573034399
725	0.5572856295
726	0.5572480297
727	0.5572172271
728	0.5571909416
729	0.5571658608
730	0.5571404357
731	0.5571184523
732	0.5570929412
733	0.5570635583
734	0.557048157
735	0.5570322825
736	0.5570019531
737	0.5569864658
738	0.5569577282
739	0.5568964241
740	0.5568620939
741	0.5568343888
742	0.5568128356
743	0.5567707186
744	0.5567451215
745	0.5567184919
746	0.5566963364
747	0.5566713415
748	0.5566561554
749	0.5566360218
750	0.5566167057
751	0.5565907644
752	0.5565492927
753	0.5565184471
754	0.5564896665
755	0.5564654891
756	0.5564475926
757	0.5564268998
758	0.5564130042
759	0.556391365
760	0.5563768671
761	0.5563580672
762	0.5563351803
763	0.5563058835
764	0.5562824374
765	0.5562463433
766	0.5562234994
767	0.5562055169
768	0.5561814685
769	0.5561668846
770	0.5561425781
771	0.5561252409
772	0.5561008914
773	0.5560748641
774	0.5560425127
775	0.5560154959
776	0.5559958356
777	0.555981854
778	0.5559589672
779	0.5559382744
780	0.5559147422
781	0.5558899625
782	0.5558692267
783	0.5558393705
784	0.5558263784
785	0.5558115794
786	0.5557891227
787	0.5557705809
788	0.5557407678
789	0.55572855
790	0.5557050179
791	0.5556742153
792	0.5556489193
793	0.5556234082
794	0.555591229
795	0.5555682561
796	0.5555519084
797	0.5555390023
798	0.5555200303
799	0.5555041988
800	0.5554841943
801	0.5554637596
802	0.5554446156
803	0.5554185882
804	0.5553919586
805	0.5553627908
806	0.5553330207
807	0.555310306
808	0.5552905596
809	0.555266081
810	0.5552464637
811	0.5552204364
812	0.5552016795
813	0.5551849446
814	0.5551568953
815	0.5551282007
816	0.5551141761
817	0.5551005816
818	0.55507606
819	0.5550547219
820	0.5550218544
821	0.5549989245
822	0.5549752633
823	0.5549612386
824	0.5549463536
825	0.5549210146
826	0.5549041506
827	0.5548909003
828	0.5548730039
829	0.5548560108
830	0.5548399642
831	0.5548190993
832	0.5548041282
833	0.5547959544
834	0.5547813274
835	0.5547624415
836	0.5547391675
837	0.5547143447
838	0.5546884034
839	0.5546732172
840	0.5546548475
841	0.5546287342
842	0.5546192697
843	0.5545980606
844	0.5545796479
845	0.5545522439
846	0.5545265178
847	0.5545088794
848	0.5544843578
849	0.5544659881
850	0.5544494683
851	0.554434067
852	0.5544105778
853	0.5543723758
854	0.5543522852
855	0.5543279787
856	0.5543078452
857	0.5542867652
858	0.5542669758
859	0.5542544139
860	0.5542338502
861	0.5542214173
862	0.5542041231
863	0.5541810642
864	0.554167986
865	0.5541500034
866	0.5541379577
867	0.5541176951
868	0.5540958838
869	0.5540797081
870	0.5540566492
871	0.5540400864
872	0.554020211
873	0.5540088536
874	0.5540009809
875	0.5539875155
876	0.5539623055
877	0.5539405372
878	0.553923071
879	0.5539037118
880	0.5538889558
881	0.5538608635
882	0.5538363419
883	0.553819736
884	0.5537993874
885	0.5537787806
886	0.5537566682
887	0.553735158
888	0.5537168743
889	0.5536944177
890	0.5536763921
891	0.5536636151
892	0.5536447722
893	0.5536313498
894	0.5536172391
895	0.5536034296
896	0.5535740467
897	0.5535532678
898	0.5535215618
899	0.5534825854
900	0.5534599997
901	0.5534364675
902	0.5534166351
903	0.5534000723
904	0.5533752065
905	0.5533624725
906	0.5533405751
907	0.5533181185
908	0.5532987593
909	0.5532800454
910	0.5532611165
911	0.5532406818
912	0.553217881
913	0.5532013612
914	0.5531768396
915	0.5531556305
916	0.5531371317
917	0.5531200096
918	0.5531074907
919	0.5530883897
920	0.5530705362
921	0.5530529409
922	0.5530368943
923	0.5530189548
924	0.5529989073
925	0.5529685779
926	0.5529540801
927	0.5529375602
928	0.5529123503
929	0.5528640384
930	0.5528373228
931	0.5528298802
932	0.5528037238
933	0.5527674146
934	0.5527434953
935	0.5527253407
936	0.5527064548
937	0.5526802554
938	0.5526579278
939	0.5526360734
940	0.5526136598
941	0.5525925798
942	0.5525708976
943	0.5525500757
944	0.5525366534
945	0.5525048613
946	0.5524871799
947	0.552468251
948	0.5524541403
949	0.5524378786
950	0.5524254027
951	0.5524021286
952	0.552379586
953	0.5523567852
954	0.5523361784
955	0.5523203899
956	0.5522988797
957	0.5522806821
958	0.5522638612
959	0.5522482878
960	0.5522347794
961	0.5522103438
962	0.552185306
963	0.5521703349
964	0.5521526965
965	0.5521327781
966	0.5521089878
967	0.5520847673
968	0.5520706567
969	0.5520449735
970	0.5520177416
971	0.551995285
972	0.5519778187
973	0.5519580723
974	0.5519387562
975	0.5519167728
976	0.5519018877
977	0.5518762906
978	0.5518661808
979	0.5518437242
980	0.5518184282
981	0.5517954123
982	0.5517657282
983	0.5517397439
984	0.5517252891
985	0.5517098448
986	0.5516861836
987	0.551663856
988	0.5516452712
989	0.5516222553
990	0.5515957978
991	0.5515766967
992	0.5515530785
993	0.5515283418
994	0.5515081222
995	0.5514960765
996	0.5514817938
997	0.5514643705
998	0.5514559385
999	0.5514440219
